FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
A,Annual,BWA,Botswana,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,2293.5438,2330.5514,2323.3644,2315.0867,1933.8633,1670.7007,1963.3493,2171.7442,2525.0262,2616.3812,2701.7603,3076.6558,3145.593,3419.0658,3709.3469,13433.5466,13746.1042,13471.3676,13426.5652,13546.1582,13619.4223,13651.5875,13493.762,13348.5412,13141.2023,13040.6053,13001.4982,13277.7415,13522.1971,51733.5902,51181.0324,50847.2225,50569.8447,50991.2889,51844.7765,53042.4423,52535.6956,51513.8907,51495.6931,51227.2823,54270.971,54524.0834,46672.8067,47221.4215,48430.7181,50554.2334,48854.1453,58287.8379,48591.2333,61086.2798,67183.1641,52328.6718,51579.6656,47984.5764,47279.3337,46472.9252,49782.6031,47455.7692,45600.2543,48567.7183,57310.872
A,Annual,CAF,Central African Republic,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,680.5148,684.9673,703.418,726.6312,765.3529,842.4849,919.8144,994.3583,1052.0935,1122.1734,1183.7402,1263.0436,1323.4575,1411.0196,1431.5206,1501.5248,1654.7583,1863.951,2427.0387,2631.2173,2713.3883,2902.0753,3274.0564,3158.5629,3273.7099,3407.023,3442.5778,3560.7107,3716.9452,48584.0525,48912.988,48951.0599,48952.6953,49062.1608,49190.3443,35122.7334,38120.6659,42524.6418,39088.8108,41165.538,51613.2152,45976.9007,61244.5351,50731.2189,58963.594,56153.9655,60036.4074,58383.1425,45985.436,55055.3718,58765.2479,54680.9501,52720.98,49162.7698,50019.703,59364.2354,53572.7729,54357.0275,52335.5424,52446.0537,53303.3864
A,Annual,CAN,Canada,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,37134.5259,38322.5594,39122.199,39970.3802,41271.7282,40615.0649,40284.1793,39897.0545,39253.4071,57799.821,59464.4595,61056.3803,62923.3001,64396.6394,66375.5936,66573.7732,66126.6888,66071.2925,65275.4186,66488.0285,67139.8936,66790.8898,72071.341,65668.3911,64949.2324,64149.0576,62623.9174,62879.4793,65635.3422,255695.7871,255907.6903,258590.3954,258286.3603,259395.0915,263668.6891,267893.3046,269582.8616,273712.2176,274217.4257,275331.6248,271990.9719,273404.8099,276267.2552,277475.3526,280094.4207,277187.4284,284969.8807,280717.356,274659.0948,279591.3993,265133.3035,265867.3495,278496.9364,278496.4264,277240.2858,283508.883,286588.2368,285781.47,282155.6648,287085.6948,286621.3996
A,Annual,CHE,Switzerland,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,6933.4452,7013.1431,6793.0314,6730.4989,7039.9721,7072.881,7209.8906,7333.1547,7305.3963,16950.987,16747.5355,16823.5779,17117.529,17223.0325,17231.201,17389.8201,17417.9418,17537.537,17560.5733,17573.7881,17310.5425,17245.4613,17873.5927,17262.6263,17180.5665,17098.3582,16947.2095,16914.4754,16943.5078,14596.6771,14688.027,14458.2144,14192.9062,14092.4229,14130.4278,14434.445,14412.9795,14570.0943,15375.0332,15593.219,15924.3644,15648.643,15841.4052,16008.9795,16329.1555,16712.3868,16554.5651,16899.8785,16808.1125,17023.9602,16687.5252,16901.3835,17204.0105,17008.247,16906.1209,16758.0975,16771.6354,16576.0471,16318.9574,16004.4515,16567.7249
A,Annual,CHL,Chile,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,8687.1595,8725.1208,8633.2767,8727.9591,8790.5192,9031.9955,9375.8116,8956.8465,8892.2532,19323.218,18981.5461,19562.3718,19397.9237,19958.09,20110.3202,19699.7274,19812.8794,20004.3854,20373.9906,20437.8454,20576.0708,20574.7145,20605.9966,20511.1894,19660.72,19904.38,20240.7325,20510.0468,20557.5499,21004.5914,21695.9607,22132.4381,22707.9455,23775.3238,24149.5794,26112.7028,26851.9241,26488.116,27026.3586,26841.9763,23437.4036,23899.2987,23716.6229,25514.3136,28638.3574,29134.3874,28499.3482,30095.9693,29633.2684,31176.2499,32901.6667,33463.6072,29460.7607,28457.2142,29043.799,30575.3142,32316.2348,32264.8172,32862.3878,32773.9068,33245.843
A,Annual,CHN,China,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,299455.3728,301234.7872,314059.1496,339019.4741,352904.2318,372437.3946,377221.7299,380320.8188,387266.932,400542.6178,421829.3999,433144.4375,438652.3793,441443.0809,451028.2419,454165.9792,458604.6663,466076.4561,513720.3243,532728.7197,534389.04,543392.6101,562739.3208,575155.8448,568692.0946,721987.0854,758238.4073,781127.8949,793689.6219,1290636.481,1322703.7062,1324564.6246,1326000.5365,1377666.7543,1509320.3822,1575614.0297,1498053.1232,1541233.9449,1542523.1253,1511360.8915,1529589.5341,1497957.2414,1561336.8892,1706626.5609,1767394.7333,1840807.4656,1906128.2017,1949556.4713,2002078.3974,2059924.3395,2137710.4591,2173835.0295,2235030.1041,2233469.1857,2251537.7909,2278286.1785,2279100.4358,2274659.2086,2193925.9988,2245737.4493,2272325.8351
A,Annual,CIV,Cote d'Ivoire,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,912.449,998.5067,1026.5097,1091.189,1118.5297,1149.0651,1260.282,1305.4478,1359.1729,10819.8486,10854.3562,10915.2512,10955.0138,11011.5887,11177.9875,11344.7306,11478.6794,11565.4857,11489.6325,11449.8874,11430.5952,11573.7091,11618.6518,11803.5599,11795.2779,11932.8941,11973.8468,12132.2157,12288.0687,68830.4973,69064.112,69196.7487,69168.5717,69443.0041,69819.3471,69651.7504,70255.4216,70600.8038,70691.3259,70878.2506,37218.2994,37579.2632,37555.6658,36503.0385,38287.4371,38028.2498,38414.4195,38126.2574,37975.7616,37983.0416,38245.4752,38849.4908,39626.6738,39055.946,39592.6466,41234.4293,40611.8268,40321.7754,40643.7105,41074.0572,41251.1772
A,Annual,CMR,Cameroon,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,3119.23,3144.5862,3330.5656,3020.8225,3215.4939,3515.1411,3520.6102,3655.5585,3955.1859,13621.1338,13867.3553,13729.3515,13618.8924,13719.0499,14008.8992,14294.5243,14735.8699,14970.3734,15047.6377,15841.5968,15879.6644,15453.843,15320.4656,15544.1515,16508.6481,16815.1602,16913.368,17188.6527,17496.3306,66546.3541,66491.5103,66576.9221,66478.2309,66578.3236,66606.7889,67299.1759,67668.2317,70808.288,69760.61,71135.8106,58487.5157,58438.6475,61527.8749,58830.2312,61696.0445,59041.1338,58914.492,58548.2627,57719.3676,58638.122,50523.228,50622.7524,51200.2053,50712.2365,50974.1125,51884.2624,51467.6174,51667.5273,52219.1469,53079.991,52102.237
A,Annual,COD,"Congo, Dem. Rep.",FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,2185.9566,2108.7071,1997.7615,1928.9132,1778.0534,1898.0688,1958.601,2140.749,2244.5554,2504.0714,2566.165,2625.2228,2695.3501,2760.3497,12136.0911,12195.961,12191.2635,12195.6258,12235.1769,12234.2602,12284.4975,12348.1103,12405.3329,12450.4838,12585.1893,12715.829,12889.0627,13058.5216,13257.3222,430735.4312,430623.7582,430827.1343,430384.0194,430368.6869,430257.5735,420907.393,427222.3797,428906.1156,420542.0161,417336.5625,412785.6643,426790.7237,433462.0573,437217.8308,436561.9322,437898.3927,429157.1355,434320.0095,433833.3528,437566.0643,672196.6161,668741.8685,670019.7697,666862.9621,669349.0432,669585.4795,670993.9403,665025.8092,669304.1792,668908.6086,667813.6308
A,Annual,COG,"Congo, Rep.",FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,71.1153,72.9319,79.7849,85.1298,83.0461,79.1624,76.6441,83.5898,98.7898,109.9967,124.7007,126.3563,114.3012,123.0458,131.7515,145.4108,153.7987,181.1024,179.0818,178.3516,181.3651,204.1878,216.7083,209.3072,238.7385,247.9071,251.8552,397.5347,320.5599,11249.0718,11312.922,11327.1519,11320.1467,11326.8944,11315.4904,10236.8073,10207.4424,10174.9084,10265.1083,9956.193,9819.1822,10208.9704,11441.5476,11502.4692,11965.264,12183.7927,11835.0596,11899.8505,11839.0137,12475.7211,12828.0116,12680.4935,12933.7066,12454.3623,13053.7058,14169.1091,13759.7268,14110.2512,14165.2934,13665.0399,13579.6078
A,Annual,COK,Cook Islands,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,7.9839,8.0819,8.184,7.9238,8.4024,4.8357,6.9711,6.9082,6.9123,6.8578,6.936,5.0472,6.0266,7.3304,7.834,16.1397,15.646,15.646,14.7997,15.4939,14.6292,14.0877,13.5645,13.5066,11.5689,11.6518,11.9391,12.3969,12.7066,17.4621,16.9891,17.5194,22.3926,23.6904,25.2798,28.6269,30.2814,34.8925,27.804,25.6731,22.2031,20.4073,22.2619,23.7275,24.194,24.5503,25.6403,25.5072,24.3482,25.8859,26.2609,26.797,26.7245,26.873,26.4304,25.4958,25.3809,25.5263,25.4584,23.0293,23.3392
A,Annual,COL,Colombia,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,35973.6193,37071.9284,37472.4898,38484.2359,39576.4965,40393.2999,41614.2446,43216.0196,44333.378,56376.9624,58225.6495,59710.8484,61006.5827,62989.8678,64434.9579,66848.0187,68295.5027,68975.1502,68482.9472,68634.1582,69546.0267,70654.2841,69115.0644,67759.5225,67881.4094,68721.3191,70279.3494,71377.5865,72906.3719,177967.0473,177269.7956,178775.5475,182080.6463,182685.0534,183461.7342,183906.7222,185256.012,185376.3948,180389.2972,182838.4855,179384.7214,179168.0777,181363.0818,181503.7655,181392.0565,181556.1585,185559.1415,183286.8707,185378.9338,188254.0656,155674.7341,152610.1337,151874.4483,152811.217,148962.9965,175396.3178,178324.7898,185749.856,188516.5944,191929.745,193564.435
A,Annual,COM,Comoros,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,142.1476,147.7776,161.9991,168.4422,187.8345,201.6183,192.8818,180.1329,182.6081,183.8247,185.2289,187.6446,191.2672,196.7736,198.3271,204.8253,208.0777,212.0156,218.8276,216.7942,214.5092,211.2004,206.1503,210.9038,203.7181,200.7766,196.6019,199.6501,204.0606,332.938,335.2163,340.368,345.8941,347.6204,351.481,354.6585,358.2381,366.955,372.244,345.3466,361.5971,366.9331,359.0902,363.9546,408.2325,389.3267,360.957,389.3121,394.2234,409.6808,425.0791,434.3041,444.1405,450.8965,458.1285,454.3487,476.1379,476.5949,481.2677,485.5208,498.7425
A,Annual,CPV,Cabo Verde,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,35.0708,38.7607,42.0457,42.2597,44.7144,49.4704,47.9318,46.7707,46.2787,44.9856,42.4257,45.818,42.744,39.2992,39.4914,46.0815,48.3584,49.4994,51.0667,52.2127,56.6025,64.8035,51.5968,50.1007,60.3353,69.2139,79.5589,90.21,97.1635,207.6308,214.8057,246.5849,242.2585,225.1057,256.7614,233.7382,249.9809,267.764,284.8917,285.2501,284.4204,288.1809,290.642,304.2883,313.6733,322.8079,311.259,289.7402,300.4098,305.0868,306.5955,305.0566,306.6917,311.4261,316.2831,322.5708,306.1919,316.4803,330.5868,333.7668,337.8873
A,Annual,CRI,Costa Rica,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,2185.4441,2314.5863,2517.6112,2681.4553,2753.4868,2965.4332,3036.1757,3183.2473,3383.6381,13355.3222,13499.7063,13734.9144,14033.1726,13965.8548,14113.624,14278.0454,14697.6156,14942.734,15112.7746,15285.3004,15669.4117,15406.5793,15690.2198,15684.0929,14790.0932,14793.049,14692.8857,14536.3717,14514.9638,10090.1437,10241.4239,10364.1491,10489.2679,10439.8987,9942.8087,9718.1987,9692.972,9948.8804,9756.8577,9774.5131,6675.3407,6545.7915,6630.4458,6233.5461,6524.8703,6571.2031,7102.8725,7247.0394,6965.6961,7269.4804,7264.8903,7179.5853,7349.8737,7134.7123,7134.0288,7427.857,7497.0872,7684.7024,7799.3435,7279.2132,7152.1905
A,Annual,CUB,Cuba,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,12505.9403,14232.9878,14590.5533,14963.2747,15231.243,15789.7099,16282.4852,16748.9134,16730.2035,16474.6014,14971.7862,14435.1713,14731.9813,14686.6024,14807.1873,15154.0001,14925.7431,24891.7116,24982.8093,24990.5614,24981.5681,24887.8211,24838.6428,25168.6249,25164.0699,26718.8546,26455.4238,26517.3657,27307.511,27823.3943,25421.0068,21407.6383,19463.416,20361.1023,21428.2424,21499.6318,20675.0004,19894.0379,19112.5973,19138.6715,18593.9951,24677.0567,24512.9624,23914.0687,23133.0627,23546.0383,21806.6865,22488.3413,23555.6234,23432.0762,23858.4036,23849.9031,23976.0224,21946.4983,21980.9969,23595.0537,22827.8701,22484.1986,24164.8671,21218.335,19992.2769
A,Annual,CYM,Cayman Islands,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,0.0,0.0,0.0,0.0957,0.3969,0.3186,2.2394,3.9531,3.3635,3.8457,3.2956,4.6627,4.2233,4.9039,5.6035,7.014,12.2293,11.0645,11.3075,14.737,32.0804,34.6362,36.7028,35.3814,34.8725,36.1966,35.6024,35.7545,37.2162,38.0214,40.7975,42.4774,43.9525,45.6558,45.6382,48.4056,67.0665,85.7716,92.0972,92.0156,91.857,97.4954,94.9924,100.4635,98.9249,103.7211,104.5457,108.8613,113.5439,124.4338,116.0705,139.1469
A,Annual,CYP,Cyprus,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,264.4751,274.055,291.9518,268.6163,298.8453,304.9258,317.3299,358.4226,362.7571,9759.3929,9772.0386,9791.766,9813.6279,9718.1788,9572.4623,9593.7763,9602.4046,9633.3384,9638.5144,9637.6005,9654.7083,9685.0325,9695.4945,9719.627,9728.2451,9731.2958,9751.7314,9762.7214,9774.7742,1083.1751,1134.1045,1230.7458,1269.7323,1303.1139,1329.0288,1377.9373,1368.7791,1397.897,1428.6546,1436.1101,1476.282,1537.2001,1640.4199,1610.5544,1599.0837,1609.0449,1667.2714,1709.0346,1705.4858,1712.5304,1716.002,1658.9206,1484.9103,1478.4184,1524.3372,1608.3329,1658.1561,1669.4265,1679.4386,1635.2305,1773.8756
A,Annual,CZE,Czechia,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.9939,25388.7269,26251.9769,25760.4905,24248.4113,23542.1003,23602.8237,23699.8605,24763.1149,22922.5614,22814.4709,22808.3177,22389.6495,22425.0559,22959.4664,22754.9825,21528.4987,21463.3717,21699.3637,21634.8114,21191.8521,21351.7936,21944.8189,22341.663,22042.1122,21755.0869,21352.2558,20944.8683,21768.5124
A,Annual,DEU,Germany,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,74412.2599,76639.1283,76256.6179,76421.9148,77708.1339,79458.0636,80888.2553,81974.6187,82916.533,83200.6869,83578.0245,83422.41,83969.0234,86302.1387,86605.9384,87315.5959,87743.5594,89372.4619,90639.0882,91318.0617,90806.697,91776.0305,91073.122,93150.521,94192.7634,93902.26,92739.766,91455.3434,89441.8486,242203.912,248942.3363,235491.8639,231057.3202,229108.0481,230212.3614,236087.5737,215449.6642,232151.3791,231482.6803,230092.9434,233530.5422,215729.5704,212901.9191,210935.5612,209166.9636,207761.8314,208586.1404,206932.9458,202767.8189,203133.826,202433.0249,204267.0596,205982.5599,202397.3611,201005.0528,199961.5425,195488.9248,189937.2077,183863.7122,178435.1237,180363.7898
A,Annual,DJI,Djibouti,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,170.9759,175.4809,182.3948,186.4442,190.9651,199.7635,206.6651,219.3445,226.4946,235.196,243.1689,247.9377,250.4036,262.3875,281.4914,291.4025,327.8113,344.5709,347.3784,371.5642,361.2231,360.5226,397.9971,420.2045,447.2097,461.7974,489.5913,519.9061,545.9725,636.7296,645.9261,654.5593,669.3875,691.609,739.9685,769.6923,783.8467,803.3163,837.197,846.5809,856.0911,856.7946,855.5768,867.7283,872.8489,890.9387,899.8368,903.941,908.4649,918.053,917.8213,931.353,944.2875,953.4089,962.5566,978.3001,997.9266,1002.3766,1013.5857,1019.2837,1033.5817
A,Annual,DMA,Dominica,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,15.2206,14.6037,13.9575,13.5295,12.9098,12.3041,11.7572,11.3725,11.1011,10.6087,11.5278,12.4928,13.3783,14.3112,15.4289,25.3627,27.543,26.3787,22.4011,25.6315,26.8458,29.0658,26.8849,28.3115,30.9931,33.6521,39.6018,40.7212,48.9713,128.5585,129.5919,127.1225,128.5884,128.1227,127.8408,129.4336,131.8726,132.6967,134.2114,135.6748,81.6389,75.5518,77.2055,79.2204,79.1743,77.3575,83.4747,81.3165,83.0769,82.7366,85.559,85.6511,87.1789,87.2604,88.652,88.1261,84.0779,85.2217,85.8314,83.384,84.3921
A,Annual,DNK,Denmark,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,14956.3517,14765.4782,14353.5649,14414.5252,14805.3631,14845.2902,14810.9348,14377.362,14074.4362,26986.7866,26636.3617,27215.0678,29214.8909,28080.6688,28183.6821,29309.4562,29767.3529,30171.7232,31103.0318,29350.6663,28908.2561,27803.8812,28714.6397,28366.6833,28156.4867,28076.371,27619.7667,26450.0683,26344.1155,29508.9162,30134.554,29380.7071,29300.9755,29118.7049,28556.5019,28699.383,27940.665,27296.1121,26440.5208,26190.5088,26530.7711,26004.0737,26141.7318,24144.1613,23861.0283,24973.9057,32910.2448,24091.5382,23205.6229,23326.5392,22382.4018,21488.058,21529.9158,20773.2347,20105.4935,22648.9083,22011.3365,21957.2413,21194.2254,21250.0738,21033.0279
A,Annual,DOM,Dominican Republic,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,3402.8312,3370.5357,3362.087,3403.3732,3493.799,3489.167,3528.3319,3560.7011,3562.7438,12980.1867,13469.5554,13755.9046,13966.6033,14690.6068,14931.2751,15273.7108,15115.3637,14872.2952,15273.161,15267.5869,14896.0308,15109.0187,15589.8162,15575.8467,15592.6334,15571.8784,15740.9671,15577.0777,15942.4652,12321.2773,12943.4511,12859.2175,12781.7929,13072.9616,13378.397,13957.8543,14130.2256,15589.0238,15269.602,15369.6808,15643.5644,14979.9271,14518.0061,15525.0688,15471.2065,16024.0566,17050.0821,17267.7494,17320.6376,17526.401,17982.7848,18034.042,18464.6925,18357.688,18862.906,20098.1585,20307.464,21049.1765,21612.2905,21117.8079,21838.7559
A,Annual,DZA,Algeria,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,3335.3836,3263.5185,2881.7018,3022.1456,3545.2061,3617.1199,4303.7885,4568.416,4720.7521,4887.27,14440.1018,14669.1504,14508.766,14605.1387,14836.9787,14767.8063,15145.3814,15474.9644,16061.9083,16560.5032,16497.3764,16764.5386,17115.2326,17094.8426,17251.049,17181.0357,17214.8804,16959.0271,17234.0096,21851.5404,24429.2939,24781.1682,26007.2351,25609.1443,25658.2716,25911.5612,25997.4939,27499.5026,28573.9808,29305.3032,29349.4737,30159.0186,31138.9998,33699.2331,33996.3432,35800.5846,38086.6085,38288.302,37925.6603,38601.9058,41462.795,47303.3068,48535.8814,52006.5502,55006.143,55501.1825,55193.1285,58879.0286,59998.7772,60779.8474,58623.2014
A,Annual,ECU,Ecuador,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,4928.1767,5453.4355,5850.3571,5816.3663,6016.8344,6650.5708,6912.8235,7076.3889,6987.0726,16410.1168,16045.1617,16395.6834,16502.9874,16713.5622,16951.9135,17352.4109,17910.5725,18075.1614,18618.4662,19022.3684,19431.8649,19735.0065,19249.0172,20251.2454,20378.4337,20838.4831,21315.6435,21734.0003,22213.0129,55799.4638,56060.4688,57493.4103,57934.1097,58584.5041,59338.3002,60029.5189,61121.8877,60282.9577,59808.6332,58128.8693,51875.054,51884.1565,52609.2587,53292.4553,53169.26,53538.6522,52394.514,52806.8476,54571.3257,56411.029,46913.9777,46785.7928,47230.2548,47087.9562,45880.2875,51684.4016,51058.3506,50767.7031,50646.0416,50149.2167,50389.595
A,Annual,EGY,"Egypt, Arab Rep.",FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,10173.6972,11276.8699,11859.4285,12169.2085,12021.9699,11950.0434,12856.1777,14703.3383,14978.9113,24718.2708,24825.288,25234.4608,24818.1529,25131.3309,25545.2504,26031.0917,26107.4909,26522.4427,26398.3558,26476.9065,27231.0769,28106.9099,27950.5772,28128.3044,28273.1861,29681.668,30255.6151,30791.9082,31093.2319,40635.0054,42708.1458,43778.1683,45351.7925,46006.9456,48615.2393,52005.9871,54941.1053,55883.2079,59662.9898,61797.657,63742.7101,67786.3715,69791.8047,73736.8665,78840.8561,81468.259,84379.412,83517.5989,83977.9889,86275.8146,90965.7934,91897.4724,93016.4539,94971.4266,91166.0555,93048.6262,94675.5015,93706.9582,89360.8592,87261.0165,87742.7743
A,Annual,ERI,Eritrea,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3751.1558,3822.9456,3878.1938,4346.3903,4867.7489,5074.6036,5189.0558,5369.1472,4986.96,4929.3858,5058.02,5124.8642,5198.5644,5148.9143,5468.3427,5477.1461,5505.321,5404.2296,5830.9586,5519.1674,5560.0743,5574.9034,5593.383,5467.9309,5493.4439,5529.1953,5534.107,5568.2306,5569.7643
A,Annual,ESH,Western Sahara,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1743,0.1954,0.1976,0.1994,0.2009,0.2028,0.2045,0.2064,0.2081,0.2103,0.2132,37.3595,37.3595,37.3617,37.3617,37.3617,37.3617,37.3561,37.3676,37.3684,37.3682,7.9307,7.9393,7.9355,7.8256,7.8266,0.1367,0.1368,0.1374,0.1374,0.1374,0.0961
A,Annual,ESP,Spain,FAO_EMSTOT_6518,Greenhouse gas (GHG) emissions (CO2eq) (AR5) generated from agrifood systems,KT,Kilotonnes,FAO_EMSTOT,Emissions Totals,0,Units,A,Normal value,PU,Public,27027.5889,26918.251,26496.4174,26399.3028,25693.9837,26067.3764,27054.9493,28103.0686,29277.1683,44323.9391,44919.4491,45365.0425,46831.9535,45037.8498,45029.6133,46104.5815,47858.6916,49753.6443,49515.4862,50080.4223,48594.359,52154.8959,51641.5422,53260.066,53832.6315,55670.7214,55157.27,58148.3197,55814.9399,83869.8888,85074.6378,85758.3955,83769.3734,85829.7965,86260.0969,86853.8476,92001.9939,96474.1997,100441.2261,105201.4051,106088.1244,110698.0537,116101.8679,117058.4176,108673.0042,106745.6112,111111.8858,102763.5733,98805.7275,96880.6529,97049.0635,97426.6957,96258.2754,97614.8523,95142.0059,94621.5216,95814.4439,93809.7134,92251.5808,90328.8365,92453.4455
